Date,Open,High,Low,Close,Volume,TradeCount,VWAP
2012-06-29 10:00:00,134.2,134.64,134.2,134.42,63,26,134.41
2012-06-29 10:05:00,134.58,134.59,134.43,134.43,6,5,134.515
2012-06-29 10:10:00,134.58,134.58,134.32,134.5,87,12,134.401
2012-06-29 10:15:00,134.48,134.48,134.48,134.48,1,1,134.48
2012-06-29 10:20:00,134.49,134.49,134.49,134.49,1,1,134.49
2012-06-29 10:25:00,134.45,134.45,134.45,134.45,1,1,134.45
2012-06-29 10:30:00,134.44,134.44,134.44,134.44,2,2,134.44
2012-06-29 10:35:00,134.38,134.38,134.36,134.36,75,2,134.367
2012-06-29 10:40:00,134.36,134.36,134.36,134.36,5,1,134.36
2012-06-29 10:45:00,134.34,134.34,134.34,134.34,1,1,134.34
2012-06-29 10:50:00,134.32,134.32,134.32,134.32,10,1,134.32
2012-06-29 10:55:00,134.38,134.47,134.38,134.47,15,3,134.457
2012-06-29 11:00:00,134.41,134.49,134.41,134.49,23,3,134.434
2012-06-29 11:05:00,134.49,134.49,134.41,134.41,32,9,134.456
2012-06-29 11:10:00,134.41,134.45,134.38,134.38,50,6,134.409
2012-06-29 11:15:00,134.33,134.33,134.33,134.33,6,2,134.33
2012-06-29 11:20:00,134.3,134.31,134.3,134.31,29,4,134.307
2012-06-29 11:25:00,134.34,134.34,134.34,134.34,2,1,134.34
2012-06-29 11:30:00,134.4,134.43,134.4,134.43,50,5,134.401
2012-06-29 11:35:00,134.43,134.43,134.43,134.43,0,0,134.43
2012-06-29 11:40:00,134.5,134.5,134.5,134.5,10,1,134.5
2012-06-29 11:45:00,134.51,134.58,134.44,134.58,28,7,134.535
2012-06-29 11:50:00,134.59,134.61,134.59,134.61,6,2,134.607
2012-06-29 11:55:00,134.51,134.57,134.51,134.57,70,7,134.567
2012-06-29 12:00:00,134.51,134.51,134.48,134.48,57,3,134.482
2012-06-29 12:05:00,134.5,134.52,134.48,134.52,262,7,134.482
2012-06-29 12:10:00,134.52,134.52,134.46,134.46,40,7,134.487
2012-06-29 12:15:00,134.46,134.46,134.35,134.37,348,23,134.414
2012-06-29 12:20:00,134.37,134.37,134.37,134.37,59,7,134.37
2012-06-29 12:25:00,134.38,134.45,134.38,134.45,31,9,134.423
2012-06-29 12:30:00,134.44,134.44,134.39,134.42,64,9,134.409
2012-06-29 12:35:00,134.45,134.54,134.45,134.54,22,5,134.512
2012-06-29 12:40:00,134.52,134.52,134.52,134.52,18,7,134.52
2012-06-29 12:45:00,134.53,134.64,134.53,134.64,101,28,134.598
2012-06-29 12:50:00,134.62,134.65,134.61,134.64,170,26,134.625
2012-06-29 12:55:00,134.62,134.64,134.59,134.62,207,25,134.627
2012-06-29 13:00:00,134.62,134.77,134.62,134.73,2745,367,134.702
2012-06-29 13:05:00,134.71,134.78,134.69,134.76,683,97,134.722
2012-06-29 13:10:00,134.76,134.83,134.74,134.79,425,70,134.773
2012-06-29 13:15:00,134.82,134.9,134.79,134.85,980,202,134.848
2012-06-29 13:20:00,134.85,134.86,134.78,134.78,1014,107,134.817
2012-06-29 13:25:00,134.78,134.84,134.78,134.8,514,34,134.803
2012-06-29 13:30:00,134.81,134.86,134.7,134.7,998,63,134.788
2012-06-29 13:35:00,134.7,134.72,134.57,134.64,1429,146,134.678
2012-06-29 13:40:00,134.61,134.66,134.55,134.6,1021,82,134.635
2012-06-29 13:45:00,134.61,134.72,134.54,134.6,2874,203,134.605
2012-06-29 13:50:00,134.62,134.71,134.61,134.66,2231,189,134.653
2012-06-29 13:55:00,134.66,134.71,134.63,134.69,1618,136,134.666
2012-06-29 14:00:00,134.69,134.86,134.67,134.76,5519,322,134.752
2012-06-29 14:05:00,134.71,134.79,134.7,134.73,696,113,134.739
2012-06-29 14:10:00,134.73,134.8,134.73,134.76,2533,223,134.764
2012-06-29 14:15:00,134.76,135.0,134.76,135.0,3137,527,134.908
2012-06-29 14:20:00,134.99,135.01,134.9,134.96,2168,373,134.96
2012-06-29 14:25:00,134.96,135.09,134.96,135.0,3088,501,135.018
2012-06-29 14:30:00,135.01,135.06,134.93,135.01,3414,561,134.997
2012-06-29 14:35:00,135.0,135.26,135.0,135.26,3335,904,135.147
2012-06-29 14:40:00,135.26,135.36,135.22,135.35,7577,1644,135.303
2012-06-29 14:45:00,135.34,135.46,135.33,135.34,6715,1558,135.387
2012-06-29 14:50:00,135.34,135.39,135.27,135.34,5018,1089,135.314
2012-06-29 14:55:00,135.35,135.35,135.23,135.23,2061,688,135.29
2012-06-29 15:00:00,135.25,135.29,134.28,135.21,2441,492,135.084
2012-06-29 15:05:00,135.2,135.22,135.14,135.19,8451,1037,135.173
2012-06-29 15:10:00,135.19,135.25,135.17,135.18,4127,690,135.221
2012-06-29 15:15:00,135.18,135.28,135.11,135.27,4193,1066,135.197
2012-06-29 15:20:00,135.26,135.27,135.13,135.18,2363,696,135.186
2012-06-29 15:25:00,135.19,135.23,135.15,135.21,5473,1192,135.183
2012-06-29 15:30:00,135.2,135.29,134.98,135.03,78598,21697,135.116
2012-06-29 15:35:00,135.03,135.04,134.86,134.93,40498,12367,134.955
2012-06-29 15:40:00,134.92,135.09,134.87,134.97,41395,12080,134.982
2012-06-29 15:45:00,134.97,135.09,134.85,134.89,24239,7624,134.943
2012-06-29 15:50:00,134.89,135.02,134.87,134.96,29148,8516,134.937
2012-06-29 15:55:00,134.95,135.11,134.85,135.06,34717,9517,134.991
2012-06-29 16:00:00,135.06,135.24,135.06,135.22,28431,7538,135.173
2012-06-29 16:05:00,135.21,135.27,135.17,135.24,23832,6043,135.225
2012-06-29 16:10:00,135.23,135.32,135.19,135.24,21308,5450,135.271
2012-06-29 16:15:00,135.25,135.53,135.25,135.52,39512,8504,135.41
2012-06-29 16:20:00,135.52,135.59,135.44,135.45,39756,9134,135.535
2012-06-29 16:25:00,135.44,135.51,135.4,135.5,22370,5939,135.45
2012-06-29 16:30:00,135.5,135.52,135.33,135.41,24387,6543,135.406
2012-06-29 16:35:00,135.42,135.43,135.32,135.36,11162,3100,135.377
2012-06-29 16:40:00,135.37,135.44,135.34,135.43,14080,3798,135.392
2012-06-29 16:45:00,135.42,135.44,135.3,135.32,16052,4420,135.362
2012-06-29 16:50:00,135.31,135.39,135.27,135.29,19877,5165,135.314
2012-06-29 16:55:00,135.29,135.38,135.25,135.37,16481,4512,135.302
2012-06-29 17:00:00,135.37,135.45,135.31,135.35,35381,7074,135.406
2012-06-29 17:05:00,135.35,135.42,135.28,135.3,9631,3293,135.351
2012-06-29 17:10:00,135.3,135.42,135.26,135.27,15403,4279,135.342
2012-06-29 17:15:00,135.27,135.47,135.26,135.45,13624,3585,135.379
2012-06-29 17:20:00,135.45,135.48,135.42,135.46,10330,2921,135.45
2012-06-29 17:25:00,135.45,135.47,135.4,135.43,11486,3366,135.429
2012-06-29 17:30:00,135.44,135.5,135.35,135.48,15921,4910,135.439
2012-06-29 17:35:00,135.48,135.54,135.46,135.51,14461,3675,135.505
2012-06-29 17:40:00,135.51,135.54,135.41,135.49,13686,3454,135.475
2012-06-29 17:45:00,135.49,135.5,135.44,135.46,8754,2368,135.477
2012-06-29 17:50:00,135.45,135.47,135.39,135.44,7143,2297,135.433
2012-06-29 17:55:00,135.44,135.46,135.4,135.42,7815,2660,135.432
2012-06-29 18:00:00,135.43,135.45,135.42,135.44,4662,1359,135.432
2012-06-29 18:05:00,135.43,135.47,135.42,135.43,8858,2309,135.445
2012-06-29 18:10:00,135.43,135.47,135.33,135.34,13807,3584,135.402
2012-06-29 18:15:00,135.33,135.4,135.32,135.38,9932,3088,135.351
2012-06-29 18:20:00,135.38,135.41,135.35,135.39,6966,2410,135.373
2012-06-29 18:25:00,135.39,135.42,135.36,135.4,6221,2203,135.392
2012-06-29 18:30:00,135.41,135.43,135.34,135.35,10639,2773,135.378
2012-06-29 18:35:00,135.35,135.41,135.34,135.37,4276,1570,135.37
2012-06-29 18:40:00,135.37,135.37,135.33,135.35,6180,1856,135.349
2012-06-29 18:45:00,135.36,135.41,135.33,135.35,7699,2314,135.372
2012-06-29 18:50:00,135.34,135.37,135.32,135.36,7167,2073,135.343
2012-06-29 18:55:00,135.36,135.49,135.34,135.47,15588,4069,135.426
2012-06-29 19:00:00,135.49,135.53,135.45,135.48,13085,3409,135.49
2012-06-29 19:05:00,135.47,135.55,135.45,135.52,7086,2148,135.507
2012-06-29 19:10:00,135.53,135.55,135.51,135.53,11450,2668,135.53
2012-06-29 19:15:00,135.53,135.64,135.52,135.59,16262,3328,135.577
2012-06-29 19:20:00,135.6,135.67,135.59,135.63,10344,2793,135.634
2012-06-29 19:25:00,135.64,135.66,135.58,135.59,7729,2377,135.62
2012-06-29 19:30:00,135.59,135.63,135.57,135.59,7867,2505,135.6
2012-06-29 19:35:00,135.59,135.62,135.58,135.6,6617,1997,135.601
2012-06-29 19:40:00,135.6,135.63,135.57,135.59,9760,2556,135.597
2012-06-29 19:45:00,135.6,135.66,135.58,135.65,10635,2748,135.627
2012-06-29 19:50:00,135.64,135.65,135.58,135.59,5090,1341,135.615
2012-06-29 19:55:00,135.59,135.65,135.58,135.61,8591,2495,135.613
2012-06-29 20:00:00,135.61,135.64,135.56,135.58,12776,2995,135.608
2012-06-29 20:05:00,135.58,135.61,135.53,135.54,7509,2366,135.557
2012-06-29 20:10:00,135.54,135.58,135.51,135.55,7809,2419,135.551
2012-06-29 20:15:00,135.56,135.65,135.56,135.64,6842,2175,135.614
2012-06-29 20:20:00,135.63,135.65,135.6,135.63,6222,1941,135.624
2012-06-29 20:25:00,135.63,135.85,135.62,135.8,31042,6574,135.747
2012-06-29 20:30:00,135.8,135.82,135.71,135.71,18606,4668,135.785
2012-06-29 20:35:00,135.71,135.79,135.71,135.75,12931,3432,135.75
2012-06-29 20:40:00,135.76,135.82,135.73,135.74,12106,3214,135.782
2012-06-29 20:45:00,135.73,135.81,135.7,135.79,13573,3412,135.749
2012-06-29 20:50:00,135.78,135.8,135.74,135.79,9223,2547,135.772
2012-06-29 20:55:00,135.79,135.84,135.75,135.83,14980,3718,135.788
2012-06-29 21:00:00,135.84,135.84,135.73,135.75,10893,3200,135.765
2012-06-29 21:05:00,135.76,135.8,135.74,135.8,7699,2397,135.765
2012-06-29 21:10:00,135.8,135.81,135.73,135.75,17070,4575,135.768
2012-06-29 21:15:00,135.75,135.77,135.72,135.75,9183,2866,135.745
2012-06-29 21:20:00,135.75,135.75,135.63,135.66,18414,5091,135.677
2012-06-29 21:25:00,135.66,135.69,135.64,135.67,18664,4758,135.665
2012-06-29 21:30:00,135.67,135.67,135.55,135.6,29665,7350,135.595
2012-06-29 21:35:00,135.6,135.8,135.6,135.69,40276,8494,135.699
2012-06-29 21:40:00,135.69,135.83,135.66,135.82,40806,8799,135.745
2012-06-29 21:45:00,135.81,135.97,135.76,135.97,51723,10901,135.864
2012-06-29 21:50:00,135.97,136.05,135.93,136.04,56667,11847,135.987
2012-06-29 21:55:00,136.05,136.24,136.02,136.22,132135,25628,136.083
2012-06-29 22:00:00,136.22,136.49,136.11,136.39,97798,6561,136.318
2012-06-29 22:05:00,136.38,136.46,136.19,136.38,20815,2068,136.36
2012-06-29 22:10:00,136.36,136.5,136.29,136.38,19683,1276,136.42
2012-06-29 22:15:00,136.36,136.43,135.44,136.19,29763,273,136.211
2012-06-29 22:20:00,136.44,136.44,136.19,136.37,21618,384,136.248
2012-06-29 22:25:00,136.4,136.41,136.34,136.38,2982,363,136.371
2012-06-29 22:30:00,136.38,136.4,136.35,136.37,1767,391,136.362
2012-06-29 22:35:00,136.37,136.38,136.35,136.37,2091,187,136.366
2012-06-29 22:40:00,136.36,136.4,136.32,136.32,2052,108,136.348
2012-06-29 22:45:00,136.38,136.42,136.32,136.32,1867,412,136.351
2012-06-29 22:50:00,136.39,136.4,136.2,136.35,4747,155,136.236
2012-06-29 22:55:00,136.35,136.37,136.34,136.37,781,134,136.359
2012-06-29 23:00:00,136.37,136.38,136.35,136.36,205,70,136.364
2012-06-29 23:05:00,136.35,136.42,136.35,136.42,227,60,136.402
2012-06-29 23:10:00,136.4,136.44,136.4,136.42,359,53,136.414
2012-06-29 23:15:00,136.42,136.44,136.42,136.44,176,51,136.433
2012-06-29 23:20:00,136.44,136.44,136.43,136.43,64,19,136.439
2012-06-29 23:25:00,136.43,136.43,136.37,136.42,1783,32,136.395
2012-06-29 23:30:00,136.4,136.4,136.38,136.38,8,3,136.385
2012-06-29 23:35:00,136.38,136.38,136.38,136.38,71,13,136.38
2012-06-29 23:40:00,136.4,136.43,136.38,136.42,60,18,136.407
2012-06-29 23:45:00,136.38,136.4,136.37,136.37,274,18,136.372
2012-06-29 23:50:00,136.37,136.37,135.14,136.37,761,10,135.168
2012-06-29 23:55:00,136.37,136.38,136.37,136.38,133,31,136.371
